1,day_raw,station,type,1001,1003,1005,1007,1009,1011,1013,1015,1017,1019,1021,1023,1025,1027,1029,1031,1033,1035,1037,1039,1041,1043,1045,1047,1049,1051,1053,1055,1057,1059,1061,1063,1065,1067,1069,1071,1073,1075,1077,1079,1081,1083,1085,1087,1089,1091,1093,1095,1097,1099,1101,1103,1105,1107,1109,1111,1113,1115,1117,1119,1121,1123,1125,1127,1129,1131,1133,1135,1137,1139,1141,1143,1145,1147,1149,1151,1153,1155,1157,1159,1161,1163,1165,1167,1169,1171,1173,1175,1177,1179,1181,1183,1185,1187,1189,1191,1193,1195,1197,1199,1201,1203,1205,1207,1209,1211,1213,1215,1217,1219,1221,1223,1225,1227,1229,1231,1233,1235,1237,1239,1241,1243,1245,1247,1249,1251,1253,1255,1257,1259,1261,1263,1265,1267,1269,1271,1273,1275,1277,1279,1281,1283,1285,1287,1289,1291,1293,1295
1,평일(하),상인,출발,,5:35:15,5:48:45,6:00:45,6:11:45,6:21:45,6:31:45,6:40:45,6:49:45,6:57:45,7:04:45,7:10:45,7:16:45,7:22:45,7:27:45,7:32:45,7:37:45,7:42:45,7:47:45,7:52:45,7:57:45,8:02:45,8:07:45,8:12:45,8:17:45,8:22:45,8:27:45,8:32:45,8:37:45,8:42:45,8:47:45,8:52:45,8:57:45,9:02:45,9:07:45,9:13:45,9:20:45,9:27:45,9:35:45,9:43:45,9:51:45,9:59:45,10:07:45,10:15:45,10:23:45,10:31:45,10:39:45,10:47:45,10:55:45,11:03:45,11:11:45,11:19:45,11:27:45,11:35:45,11:43:45,11:51:45,11:59:45,12:07:45,12:15:45,12:23:45,12:31:45,12:39:45,12:47:45,12:55:45,13:03:45,13:11:45,13:19:45,13:27:45,13:35:45,13:43:45,13:51:45,13:59:45,14:07:45,14:15:45,14:23:45,14:31:45,14:39:45,14:47:45,14:55:45,15:03:45,15:11:45,15:19:45,15:27:45,15:35:45,15:43:45,15:51:45,15:59:45,16:07:45,16:15:45,16:23:45,16:31:45,16:39:45,16:47:45,16:55:45,17:02:45,17:08:45,17:14:45,17:19:45,17:24:45,17:29:45,17:34:45,17:39:45,17:44:45,17:49:45,17:54:45,17:59:45,18:04:45,18:09:45,18:14:45,18:19:45,18:24:45,18:29:45,18:35:45,18:42:45,18:49:45,18:57:45,19:05:45,19:13:45,19:21:45,19:29:45,19:37:45,19:45:45,19:53:45,20:01:45,20:09:45,20:17:45,20:25:45,20:33:45,20:41:45,20:49:45,20:57:45,21:05:45,21:13:45,21:21:45,21:29:45,21:37:45,21:45:45,21:53:45,22:01:45,22:09:45,22:17:45,22:25:45,22:34:45,22:43:45,22:53:45,23:03:45,23:14:45,23:25:55
1,평일(하),월촌,도착,,5:36:35,5:50:05,6:02:05,6:13:05,6:23:05,6:33:05,6:42:05,6:51:05,6:59:05,7:06:05,7:12:05,7:18:05,7:24:05,7:29:05,7:34:05,7:39:05,7:44:05,7:49:05,7:54:05,7:59:05,8:04:05,8:09:05,8:14:05,8:19:05,8:24:05,8:29:05,8:34:05,8:39:05,8:44:05,8:49:05,8:54:05,8:59:05,9:04:05,9:09:05,9:15:05,9:22:05,9:29:05,9:37:05,9:45:05,9:53:05,10:01:05,10:09:05,10:17:05,10:25:05,10:33:05,10:41:05,10:49:05,10:57:05,11:05:05,11:13:05,11:21:05,11:29:05,11:37:05,11:45:05,11:53:05,12:01:05,12:09:05,12:17:05,12:25:05,12:33:05,12:41:05,12:49:05,12:57:05,13:05:05,13:13:05,13:21:05,13:29:05,13:37:05,13:45:05,13:53:05,14:01:05,14:09:05,14:17:05,14:25:05,14:33:05,14:41:05,14:49:05,14:57:05,15:05:05,15:13:05,15:21:05,15:29:05,15:37:05,15:45:05,15:53:05,16:01:05,16:09:05,16:17:05,16:25:05,16:33:05,16:41:05,16:49:05,16:57:05,17:04:05,17:10:05,17:16:05,17:21:05,17:26:05,17:31:05,17:36:05,17:41:05,17:46:05,17:51:05,17:56:05,18:01:05,18:06:05,18:11:05,18:16:05,18:21:05,18:26:05,18:31:05,18:37:05,18:44:05,18:51:05,18:59:05,19:07:05,19:15:05,19:23:05,19:31:05,19:39:05,19:47:05,19:55:05,20:03:05,20:11:05,20:19:05,20:27:05,20:35:05,20:43:05,20:51:05,20:59:05,21:07:05,21:15:05,21:23:05,21:31:05,21:39:05,21:47:05,21:55:05,22:03:05,22:11:05,22:19:05,22:27:05,22:36:05,22:45:05,22:55:05,23:05:05,23:16:05,23:27:15
1,평일(하),월촌,출발,,5:37:00,5:50:30,6:02:30,6:13:30,6:23:30,6:33:30,6:42:30,6:51:30,6:59:30,7:06:30,7:12:30,7:18:30,7:24:30,7:29:30,7:34:30,7:39:30,7:44:30,7:49:30,7:54:30,7:59:30,8:04:30,8:09:30,8:14:30,8:19:30,8:24:30,8:29:30,8:34:30,8:39:30,8:44:30,8:49:30,8:54:30,8:59:30,9:04:30,9:09:30,9:15:30,9:22:30,9:29:30,9:37:30,9:45:30,9:53:30,10:01:30,10:09:30,10:17:30,10:25:30,10:33:30,10:41:30,10:49:30,10:57:30,11:05:30,11:13:30,11:21:30,11:29:30,11:37:30,11:45:30,11:53:30,12:01:30,12:09:30,12:17:30,12:25:30,12:33:30,12:41:30,12:49:30,12:57:30,13:05:30,13:13:30,13:21:30,13:29:30,13:37:30,13:45:30,13:53:30,14:01:30,14:09:30,14:17:30,14:25:30,14:33:30,14:41:30,14:49:30,14:57:30,15:05:30,15:13:30,15:21:30,15:29:30,15:37:30,15:45:30,15:53:30,16:01:30,16:09:30,16:17:30,16:25:30,16:33:30,16:41:30,16:49:30,16:57:30,17:04:30,17:10:30,17:16:30,17:21:30,17:26:30,17:31:30,17:36:30,17:41:30,17:46:30,17:51:30,17:56:30,18:01:30,18:06:30,18:11:30,18:16:30,18:21:30,18:26:30,18:31:30,18:37:30,18:44:30,18:51:30,18:59:30,19:07:30,19:15:30,19:23:30,19:31:30,19:39:30,19:47:30,19:55:30,20:03:30,20:11:30,20:19:30,20:27:30,20:35:30,20:43:30,20:51:30,20:59:30,21:07:30,21:15:30,21:23:30,21:31:30,21:39:30,21:47:30,21:55:30,22:03:30,22:11:30,22:19:30,22:27:30,22:36:30,22:45:30,22:55:30,23:05:30,23:16:30,23:27:40
1,평일(하),송현,도착,,5:38:20,5:51:50,6:03:50,6:14:50,6:24:50,6:34:50,6:43:50,6:52:50,7:00:50,7:07:50,7:13:50,7:19:50,7:25:50,7:30:50,7:35:50,7:40:50,7:45:50,7:50:50,7:55:50,8:00:50,8:05:50,8:10:50,8:15:50,8:20:50,8:25:50,8:30:50,8:35:50,8:40:50,8:45:50,8:50:50,8:55:50,9:00:50,9:05:50,9:10:50,9:16:50,9:23:50,9:30:50,9:38:50,9:46:50,9:54:50,10:02:50,10:10:50,10:18:50,10:26:50,10:34:50,10:42:50,10:50:50,10:58:50,11:06:50,11:14:50,11:22:50,11:30:50,11:38:50,11:46:50,11:54:50,12:02:50,12:10:50,12:18:50,12:26:50,12:34:50,12:42:50,12:50:50,12:58:50,13:06:50,13:14:50,13:22:50,13:30:50,13:38:50,13:46:50,13:54:50,14:02:50,14:10:50,14:18:50,14:26:50,14:34:50,14:42:50,14:50:50,14:58:50,15:06:50,15:14:50,15:22:50,15:30:50,15:38:50,15:46:50,15:54:50,16:02:50,16:10:50,16:18:50,16:26:50,16:34:50,16:42:50,16:50:50,16:58:50,17:05:50,17:11:50,17:17:50,17:22:50,17:27:50,17:32:50,17:37:50,17:42:50,17:47:50,17:52:50,17:57:50,18:02:50,18:07:50,18:12:50,18:17:50,18:22:50,18:27:50,18:32:50,18:38:50,18:45:50,18:52:50,19:00:50,19:08:50,19:16:50,19:24:50,19:32:50,19:40:50,19:48:50,19:56:50,20:04:50,20:12:50,20:20:50,20:28:50,20:36:50,20:44:50,20:52:50,21:00:50,21:08:50,21:16:50,21:24:50,21:32:50,21:40:50,21:48:50,21:56:50,22:04:50,22:12:50,22:20:50,22:28:50,22:37:50,22:46:50,22:56:50,23:06:50,23:17:50,23:29:00
1,평일(하),송현,출발,,5:38:45,5:52:15,6:04:15,6:15:15,6:25:15,6:35:15,6:44:15,6:53:15,7:01:15,7:08:15,7:14:15,7:20:15,7:26:15,7:31:15,7:36:15,7:41:15,7:46:15,7:51:15,7:56:15,8:01:15,8:06:15,8:11:15,8:16:15,8:21:15,8:26:15,8:31:15,8:36:15,8:41:15,8:46:15,8:51:15,8:56:15,9:01:15,9:06:15,9:11:15,9:17:15,9:24:15,9:31:15,9:39:15,9:47:15,9:55:15,10:03:15,10:11:15,10:19:15,10:27:15,10:35:15,10:43:15,10:51:15,10:59:15,11:07:15,11:15:15,11:23:15,11:31:15,11:39:15,11:47:15,11:55:15,12:03:15,12:11:15,12:19:15,12:27:15,12:35:15,12:43:15,12:51:15,12:59:15,13:07:15,13:15:15,13:23:15,13:31:15,13:39:15,13:47:15,13:55:15,14:03:15,14:11:15,14:19:15,14:27:15,14:35:15,14:43:15,14:51:15,14:59:15,15:07:15,15:15:15,15:23:15,15:31:15,15:39:15,15:47:15,15:55:15,16:03:15,16:11:15,16:19:15,16:27:15,16:35:15,16:43:15,16:51:15,16:59:15,17:06:15,17:12:15,17:18:15,17:23:15,17:28:15,17:33:15,17:38:15,17:43:15,17:48:15,17:53:15,17:58:15,18:03:15,18:08:15,18:13:15,18:18:15,18:23:15,18:28:15,18:33:15,18:39:15,18:46:15,18:53:15,19:01:15,19:09:15,19:17:15,19:25:15,19:33:15,19:41:15,19:49:15,19:57:15,20:05:15,20:13:15,20:21:15,20:29:15,20:37:15,20:45:15,20:53:15,21:01:15,21:09:15,21:17:15,21:25:15,21:33:15,21:41:15,21:49:15,21:57:15,22:05:15,22:13:15,22:21:15,22:29:15,22:38:15,22:47:15,22:57:15,23:07:15,23:18:15,23:29:25
1,평일(하),서부정류장,도착,,5:40:00,5:53:30,6:05:30,6:16:30,6:26:30,6:36:30,6:45:30,6:54:30,7:02:30,7:09:30,7:15:30,7:21:30,7:27:30,7:32:30,7:37:30,7:42:30,7:47:30,7:52:30,7:57:30,8:02:30,8:07:30,8:12:30,8:17:30,8:22:30,8:27:30,8:32:30,8:37:30,8:42:30,8:47:30,8:52:30,8:57:30,9:02:30,9:07:30,9:12:30,9:18:30,9:25:30,9:32:30,9:40:30,9:48:30,9:56:30,10:04:30,10:12:30,10:20:30,10:28:30,10:36:30,10:44:30,10:52:30,11:00:30,11:08:30,11:16:30,11:24:30,11:32:30,11:40:30,11:48:30,11:56:30,12:04:30,12:12:30,12:20:30,12:28:30,12:36:30,12:44:30,12:52:30,13:00:30,13:08:30,13:16:30,13:24:30,13:32:30,13:40:30,13:48:30,13:56:30,14:04:30,14:12:30,14:20:30,14:28:30,14:36:30,14:44:30,14:52:30,15:00:30,15:08:30,15:16:30,15:24:30,15:32:30,15:40:30,15:48:30,15:56:30,16:04:30,16:12:30,16:20:30,16:28:30,16:36:30,16:44:30,16:52:30,17:00:30,17:07:30,17:13:30,17:19:30,17:24:30,17:29:30,17:34:30,17:39:30,17:44:30,17:49:30,17:54:30,17:59:30,18:04:30,18:09:30,18:14:30,18:19:30,18:24:30,18:29:30,18:34:30,18:40:30,18:47:30,18:54:30,19:02:30,19:10:30,19:18:30,19:26:30,19:34:30,19:42:30,19:50:30,19:58:30,20:06:30,20:14:30,20:22:30,20:30:30,20:38:30,20:46:30,20:54:30,21:02:30,21:10:30,21:18:30,21:26:30,21:34:30,21:42:30,21:50:30,21:58:30,22:06:30,22:14:30,22:22:30,22:30:30,22:39:30,22:48:30,22:58:30,23:08:30,23:19:30,23:30:40
1,평일(하),서부정류장,출발,,5:40:25,5:53:55,6:05:55,6:16:55,6:26:55,6:36:55,6:45:55,6:54:55,7:02:55,7:09:55,7:15:55,7:21:55,7:27:55,7:32:55,7:37:55,7:42:55,7:47:55,7:52:55,7:57:55,8:02:55,8:07:55,8:12:55,8:17:55,8:22:55,8:27:55,8:32:55,8:37:55,8:42:55,8:47:55,8:52:55,8:57:55,9:02:55,9:07:55,9:12:55,9:18:55,9:25:55,9:32:55,9:40:55,9:48:55,9:56:55,10:04:55,10:12:55,10:20:55,10:28:55,10:36:55,10:44:55,10:52:55,11:00:55,11:08:55,11:16:55,11:24:55,11:32:55,11:40:55,11:48:55,11:56:55,12:04:55,12:12:55,12:20:55,12:28:55,12:36:55,12:44:55,12:52:55,13:00:55,13:08:55,13:16:55,13:24:55,13:32:55,13:40:55,13:48:55,13:56:55,14:04:55,14:12:55,14:20:55,14:28:55,14:36:55,14:44:55,14:52:55,15:00:55,15:08:55,15:16:55,15:24:55,15:32:55,15:40:55,15:48:55,15:56:55,16:04:55,16:12:55,16:20:55,16:28:55,16:36:55,16:44:55,16:52:55,17:00:55,17:07:55,17:13:55,17:19:55,17:24:55,17:29:55,17:34:55,17:39:55,17:44:55,17:49:55,17:54:55,17:59:55,18:04:55,18:09:55,18:14:55,18:19:55,18:24:55,18:29:55,18:34:55,18:40:55,18:47:55,18:54:55,19:02:55,19:10:55,19:18:55,19:26:55,19:34:55,19:42:55,19:50:55,19:58:55,20:06:55,20:14:55,20:22:55,20:30:55,20:38:55,20:46:55,20:54:55,21:02:55,21:10:55,21:18:55,21:26:55,21:34:55,21:42:55,21:50:55,21:58:55,22:06:55,22:14:55,22:22:55,22:30:55,22:39:55,22:48:55,22:58:55,23:08:55,23:19:55,23:31:05
1,평일(하),대명,도착,,5:41:40,5:55:10,6:07:10,6:18:10,6:28:10,6:38:10,6:47:10,6:56:10,7:04:10,7:11:10,7:17:10,7:23:10,7:29:10,7:34:10,7:39:10,7:44:10,7:49:10,7:54:10,7:59:10,8:04:10,8:09:10,8:14:10,8:19:10,8:24:10,8:29:10,8:34:10,8:39:10,8:44:10,8:49:10,8:54:10,8:59:10,9:04:10,9:09:10,9:14:10,9:20:10,9:27:10,9:34:10,9:42:10,9:50:10,9:58:10,10:06:10,10:14:10,10:22:10,10:30:10,10:38:10,10:46:10,10:54:10,11:02:10,11:10:10,11:18:10,11:26:10,11:34:10,11:42:10,11:50:10,11:58:10,12:06:10,12:14:10,12:22:10,12:30:10,12:38:10,12:46:10,12:54:10,13:02:10,13:10:10,13:18:10,13:26:10,13:34:10,13:42:10,13:50:10,13:58:10,14:06:10,14:14:10,14:22:10,14:30:10,14:38:10,14:46:10,14:54:10,15:02:10,15:10:10,15:18:10,15:26:10,15:34:10,15:42:10,15:50:10,15:58:10,16:06:10,16:14:10,16:22:10,16:30:10,16:38:10,16:46:10,16:54:10,17:02:10,17:09:10,17:15:10,17:21:10,17:26:10,17:31:10,17:36:10,17:41:10,17:46:10,17:51:10,17:56:10,18:01:10,18:06:10,18:11:10,18:16:10,18:21:10,18:26:10,18:31:10,18:36:10,18:42:10,18:49:10,18:56:10,19:04:10,19:12:10,19:20:10,19:28:10,19:36:10,19:44:10,19:52:10,20:00:10,20:08:10,20:16:10,20:24:10,20:32:10,20:40:10,20:48:10,20:56:10,21:04:10,21:12:10,21:20:10,21:28:10,21:36:10,21:44:10,21:52:10,22:00:10,22:08:10,22:16:10,22:24:10,22:32:10,22:41:10,22:50:10,23:00:10,23:10:10,23:21:10,23:32:20
1,평일(하),대명,출발,,5:42:05,5:55:35,6:07:35,6:18:35,6:28:35,6:38:35,6:47:35,6:56:35,7:04:35,7:11:35,7:17:35,7:23:35,7:29:35,7:34:35,7:39:35,7:44:35,7:49:35,7:54:35,7:59:35,8:04:35,8:09:35,8:14:35,8:19:35,8:24:35,8:29:35,8:34:35,8:39:35,8:44:35,8:49:35,8:54:35,8:59:35,9:04:35,9:09:35,9:14:35,9:20:35,9:27:35,9:34:35,9:42:35,9:50:35,9:58:35,10:06:35,10:14:35,10:22:35,10:30:35,10:38:35,10:46:35,10:54:35,11:02:35,11:10:35,11:18:35,11:26:35,11:34:35,11:42:35,11:50:35,11:58:35,12:06:35,12:14:35,12:22:35,12:30:35,12:38:35,12:46:35,12:54:35,13:02:35,13:10:35,13:18:35,13:26:35,13:34:35,13:42:35,13:50:35,13:58:35,14:06:35,14:14:35,14:22:35,14:30:35,14:38:35,14:46:35,14:54:35,15:02:35,15:10:35,15:18:35,15:26:35,15:34:35,15:42:35,15:50:35,15:58:35,16:06:35,16:14:35,16:22:35,16:30:35,16:38:35,16:46:35,16:54:35,17:02:35,17:09:35,17:15:35,17:21:35,17:26:35,17:31:35,17:36:35,17:41:35,17:46:35,17:51:35,17:56:35,18:01:35,18:06:35,18:11:35,18:16:35,18:21:35,18:26:35,18:31:35,18:36:35,18:42:35,18:49:35,18:56:35,19:04:35,19:12:35,19:20:35,19:28:35,19:36:35,19:44:35,19:52:35,20:00:35,20:08:35,20:16:35,20:24:35,20:32:35,20:40:35,20:48:35,20:56:35,21:04:35,21:12:35,21:20:35,21:28:35,21:36:35,21:44:35,21:52:35,22:00:35,22:08:35,22:16:35,22:24:35,22:32:35,22:41:35,22:50:35,23:00:35,23:10:35,23:21:35,23:32:45
1,평일(하),안지랑,도착,,5:43:15,5:56:45,6:08:45,6:19:45,6:29:45,6:39:45,6:48:45,6:57:45,7:05:45,7:12:45,7:18:45,7:24:45,7:30:45,7:35:45,7:40:45,7:45:45,7:50:45,7:55:45,8:00:45,8:05:45,8:10:45,8:15:45,8:20:45,8:25:45,8:30:45,8:35:45,8:40:45,8:45:45,8:50:45,8:55:45,9:00:45,9:05:45,9:10:45,9:15:45,9:21:45,9:28:45,9:35:45,9:43:45,9:51:45,9:59:45,10:07:45,10:15:45,10:23:45,10:31:45,10:39:45,10:47:45,10:55:45,11:03:45,11:11:45,11:19:45,11:27:45,11:35:45,11:43:45,11:51:45,11:59:45,12:07:45,12:15:45,12:23:45,12:31:45,12:39:45,12:47:45,12:55:45,13:03:45,13:11:45,13:19:45,13:27:45,13:35:45,13:43:45,13:51:45,13:59:45,14:07:45,14:15:45,14:23:45,14:31:45,14:39:45,14:47:45,14:55:45,15:03:45,15:11:45,15:19:45,15:27:45,15:35:45,15:43:45,15:51:45,15:59:45,16:07:45,16:15:45,16:23:45,16:31:45,16:39:45,16:47:45,16:55:45,17:03:45,17:10:45,17:16:45,17:22:45,17:27:45,17:32:45,17:37:45,17:42:45,17:47:45,17:52:45,17:57:45,18:02:45,18:07:45,18:12:45,18:17:45,18:22:45,18:27:45,18:32:45,18:37:45,18:43:45,18:50:45,18:57:45,19:05:45,19:13:45,19:21:45,19:29:45,19:37:45,19:45:45,19:53:45,20:01:45,20:09:45,20:17:45,20:25:45,20:33:45,20:41:45,20:49:45,20:57:45,21:05:45,21:13:45,21:21:45,21:29:45,21:37:45,21:45:45,21:53:45,22:01:45,22:09:45,22:17:45,22:25:45,22:33:45,22:42:45,22:51:45,23:01:45,23:11:45,23:22:45,23:33:55
1,평일(하),안지랑,출발,,5:43:40,5:57:10,6:09:10,6:20:10,6:30:10,6:40:10,6:49:10,6:58:10,7:06:10,7:13:10,7:19:10,7:25:10,7:31:10,7:36:10,7:41:10,7:46:10,7:51:10,7:56:10,8:01:10,8:06:10,8:11:10,8:16:10,8:21:10,8:26:10,8:31:10,8:36:10,8:41:10,8:46:10,8:51:10,8:56:10,9:01:10,9:06:10,9:11:10,9:16:10,9:22:10,9:29:10,9:36:10,9:44:10,9:52:10,10:00:10,10:08:10,10:16:10,10:24:10,10:32:10,10:40:10,10:48:10,10:56:10,11:04:10,11:12:10,11:20:10,11:28:10,11:36:10,11:44:10,11:52:10,12:00:10,12:08:10,12:16:10,12:24:10,12:32:10,12:40:10,12:48:10,12:56:10,13:04:10,13:12:10,13:20:10,13:28:10,13:36:10,13:44:10,13:52:10,14:00:10,14:08:10,14:16:10,14:24:10,14:32:10,14:40:10,14:48:10,14:56:10,15:04:10,15:12:10,15:20:10,15:28:10,15:36:10,15:44:10,15:52:10,16:00:10,16:08:10,16:16:10,16:24:10,16:32:10,16:40:10,16:48:10,16:56:10,17:04:10,17:11:10,17:17:10,17:23:10,17:28:10,17:33:10,17:38:10,17:43:10,17:48:10,17:53:10,17:58:10,18:03:10,18:08:10,18:13:10,18:18:10,18:23:10,18:28:10,18:33:10,18:38:10,18:44:10,18:51:10,18:58:10,19:06:10,19:14:10,19:22:10,19:30:10,19:38:10,19:46:10,19:54:10,20:02:10,20:10:10,20:18:10,20:26:10,20:34:10,20:42:10,20:50:10,20:58:10,21:06:10,21:14:10,21:22:10,21:30:10,21:38:10,21:46:10,21:54:10,22:02:10,22:10:10,22:18:10,22:26:10,22:34:10,22:43:10,22:52:10,23:02:10,23:12:10,23:23:10,23:34:20
1,평일(하),현충로,도착,,5:45:00,5:58:30,6:10:30,6:21:30,6:31:30,6:41:30,6:50:30,6:59:30,7:07:30,7:14:30,7:20:30,7:26:30,7:32:30,7:37:30,7:42:30,7:47:30,7:52:30,7:57:30,8:02:30,8:07:30,8:12:30,8:17:30,8:22:30,8:27:30,8:32:30,8:37:30,8:42:30,8:47:30,8:52:30,8:57:30,9:02:30,9:07:30,9:12:30,9:17:30,9:23:30,9:30:30,9:37:30,9:45:30,9:53:30,10:01:30,10:09:30,10:17:30,10:25:30,10:33:30,10:41:30,10:49:30,10:57:30,11:05:30,11:13:30,11:21:30,11:29:30,11:37:30,11:45:30,11:53:30,12:01:30,12:09:30,12:17:30,12:25:30,12:33:30,12:41:30,12:49:30,12:57:30,13:05:30,13:13:30,13:21:30,13:29:30,13:37:30,13:45:30,13:53:30,14:01:30,14:09:30,14:17:30,14:25:30,14:33:30,14:41:30,14:49:30,14:57:30,15:05:30,15:13:30,15:21:30,15:29:30,15:37:30,15:45:30,15:53:30,16:01:30,16:09:30,16:17:30,16:25:30,16:33:30,16:41:30,16:49:30,16:57:30,17:05:30,17:12:30,17:18:30,17:24:30,17:29:30,17:34:30,17:39:30,17:44:30,17:49:30,17:54:30,17:59:30,18:04:30,18:09:30,18:14:30,18:19:30,18:24:30,18:29:30,18:34:30,18:39:30,18:45:30,18:52:30,18:59:30,19:07:30,19:15:30,19:23:30,19:31:30,19:39:30,19:47:30,19:55:30,20:03:30,20:11:30,20:19:30,20:27:30,20:35:30,20:43:30,20:51:30,20:59:30,21:07:30,21:15:30,21:23:30,21:31:30,21:39:30,21:47:30,21:55:30,22:03:30,22:11:30,22:19:30,22:27:30,22:35:30,22:44:30,22:53:30,23:03:30,23:13:30,23:24:30,23:35:40
1,평일(하),현충로,출발,,5:45:25,5:58:55,6:10:55,6:21:55,6:31:55,6:41:55,6:50:55,6:59:55,7:07:55,7:14:55,7:20:55,7:26:55,7:32:55,7:37:55,7:42:55,7:47:55,7:52:55,7:57:55,8:02:55,8:07:55,8:12:55,8:17:55,8:22:55,8:27:55,8:32:55,8:37:55,8:42:55,8:47:55,8:52:55,8:57:55,9:02:55,9:07:55,9:12:55,9:17:55,9:23:55,9:30:55,9:37:55,9:45:55,9:53:55,10:01:55,10:09:55,10:17:55,10:25:55,10:33:55,10:41:55,10:49:55,10:57:55,11:05:55,11:13:55,11:21:55,11:29:55,11:37:55,11:45:55,11:53:55,12:01:55,12:09:55,12:17:55,12:25:55,12:33:55,12:41:55,12:49:55,12:57:55,13:05:55,13:13:55,13:21:55,13:29:55,13:37:55,13:45:55,13:53:55,14:01:55,14:09:55,14:17:55,14:25:55,14:33:55,14:41:55,14:49:55,14:57:55,15:05:55,15:13:55,15:21:55,15:29:55,15:37:55,15:45:55,15:53:55,16:01:55,16:09:55,16:17:55,16:25:55,16:33:55,16:41:55,16:49:55,16:57:55,17:05:55,17:12:55,17:18:55,17:24:55,17:29:55,17:34:55,17:39:55,17:44:55,17:49:55,17:54:55,17:59:55,18:04:55,18:09:55,18:14:55,18:19:55,18:24:55,18:29:55,18:34:55,18:39:55,18:45:55,18:52:55,18:59:55,19:07:55,19:15:55,19:23:55,19:31:55,19:39:55,19:47:55,19:55:55,20:03:55,20:11:55,20:19:55,20:27:55,20:35:55,20:43:55,20:51:55,20:59:55,21:07:55,21:15:55,21:23:55,21:31:55,21:39:55,21:47:55,21:55:55,22:03:55,22:11:55,22:19:55,22:27:55,22:35:55,22:44:55,22:53:55,23:03:55,23:13:55,23:24:55,23:36:05
1,평일(하),영대병원,도착,,5:46:35,6:00:05,6:12:05,6:23:05,6:33:05,6:43:05,6:52:05,7:01:05,7:09:05,7:16:05,7:22:05,7:28:05,7:34:05,7:39:05,7:44:05,7:49:05,7:54:05,7:59:05,8:04:05,8:09:05,8:14:05,8:19:05,8:24:05,8:29:05,8:34:05,8:39:05,8:44:05,8:49:05,8:54:05,8:59:05,9:04:05,9:09:05,9:14:05,9:19:05,9:25:05,9:32:05,9:39:05,9:47:05,9:55:05,10:03:05,10:11:05,10:19:05,10:27:05,10:35:05,10:43:05,10:51:05,10:59:05,11:07:05,11:15:05,11:23:05,11:31:05,11:39:05,11:47:05,11:55:05,12:03:05,12:11:05,12:19:05,12:27:05,12:35:05,12:43:05,12:51:05,12:59:05,13:07:05,13:15:05,13:23:05,13:31:05,13:39:05,13:47:05,13:55:05,14:03:05,14:11:05,14:19:05,14:27:05,14:35:05,14:43:05,14:51:05,14:59:05,15:07:05,15:15:05,15:23:05,15:31:05,15:39:05,15:47:05,15:55:05,16:03:05,16:11:05,16:19:05,16:27:05,16:35:05,16:43:05,16:51:05,16:59:05,17:07:05,17:14:05,17:20:05,17:26:05,17:31:05,17:36:05,17:41:05,17:46:05,17:51:05,17:56:05,18:01:05,18:06:05,18:11:05,18:16:05,18:21:05,18:26:05,18:31:05,18:36:05,18:41:05,18:47:05,18:54:05,19:01:05,19:09:05,19:17:05,19:25:05,19:33:05,19:41:05,19:49:05,19:57:05,20:05:05,20:13:05,20:21:05,20:29:05,20:37:05,20:45:05,20:53:05,21:01:05,21:09:05,21:17:05,21:25:05,21:33:05,21:41:05,21:49:05,21:57:05,22:05:05,22:13:05,22:21:05,22:29:05,22:37:05,22:46:05,22:55:05,23:05:05,23:15:05,23:26:05,23:37:15
1,평일(하),영대병원,출발,,5:47:00,6:00:30,6:12:30,6:23:30,6:33:30,6:43:30,6:52:30,7:01:30,7:09:30,7:16:30,7:22:30,7:28:30,7:34:30,7:39:30,7:44:30,7:49:30,7:54:30,7:59:30,8:04:30,8:09:30,8:14:30,8:19:30,8:24:30,8:29:30,8:34:30,8:39:30,8:44:30,8:49:30,8:54:30,8:59:30,9:04:30,9:09:30,9:14:30,9:19:30,9:25:30,9:32:30,9:39:30,9:47:30,9:55:30,10:03:30,10:11:30,10:19:30,10:27:30,10:35:30,10:43:30,10:51:30,10:59:30,11:07:30,11:15:30,11:23:30,11:31:30,11:39:30,11:47:30,11:55:30,12:03:30,12:11:30,12:19:30,12:27:30,12:35:30,12:43:30,12:51:30,12:59:30,13:07:30,13:15:30,13:23:30,13:31:30,13:39:30,13:47:30,13:55:30,14:03:30,14:11:30,14:19:30,14:27:30,14:35:30,14:43:30,14:51:30,14:59:30,15:07:30,15:15:30,15:23:30,15:31:30,15:39:30,15:47:30,15:55:30,16:03:30,16:11:30,16:19:30,16:27:30,16:35:30,16:43:30,16:51:30,16:59:30,17:07:30,17:14:30,17:20:30,17:26:30,17:31:30,17:36:30,17:41:30,17:46:30,17:51:30,17:56:30,18:01:30,18:06:30,18:11:30,18:16:30,18:21:30,18:26:30,18:31:30,18:36:30,18:41:30,18:47:30,18:54:30,19:01:30,19:09:30,19:17:30,19:25:30,19:33:30,19:41:30,19:49:30,19:57:30,20:05:30,20:13:30,20:21:30,20:29:30,20:37:30,20:45:30,20:53:30,21:01:30,21:09:30,21:17:30,21:25:30,21:33:30,21:41:30,21:49:30,21:57:30,22:05:30,22:13:30,22:21:30,22:29:30,22:37:30,22:46:30,22:55:30,23:05:30,23:15:30,23:26:30,23:37:40
